 1.000000e+00  1.013704e+00 
 1.122018e+00  1.013704e+00 
 1.258925e+00  1.013704e+00 
 1.412538e+00  1.013704e+00 
 1.584893e+00  1.013704e+00 
 1.778279e+00  1.013704e+00 
 1.995262e+00  1.013704e+00 
 2.238721e+00  1.013704e+00 
 2.511886e+00  1.013704e+00 
 2.818383e+00  1.013704e+00 
 3.162278e+00  1.013704e+00 
 3.548134e+00  1.013704e+00 
 3.981072e+00  1.013704e+00 
 4.466836e+00  1.013704e+00 
 5.011872e+00  1.013704e+00 
 5.623413e+00  1.013704e+00 
 6.309573e+00  1.013704e+00 
 7.079458e+00  1.013704e+00 
 7.943282e+00  1.013704e+00 
 8.912509e+00  1.013704e+00 
 1.000000e+01  1.013704e+00 
 1.122018e+01  1.013704e+00 
 1.258925e+01  1.013704e+00 
 1.412538e+01  1.013704e+00 
 1.584893e+01  1.013704e+00 
 1.778279e+01  1.013704e+00 
 1.995262e+01  1.013704e+00 
 2.238721e+01  1.013704e+00 
 2.511886e+01  1.013704e+00 
 2.818383e+01  1.013704e+00 
 3.162278e+01  1.013704e+00 
 3.548134e+01  1.013704e+00 
 3.981072e+01  1.013704e+00 
 4.466836e+01  1.013704e+00 
 5.011872e+01  1.013704e+00 
 5.623413e+01  1.013704e+00 
 6.309573e+01  1.013704e+00 
 7.079458e+01  1.013704e+00 
 7.943282e+01  1.013704e+00 
 8.912509e+01  1.013704e+00 
 1.000000e+02  1.013704e+00 
 1.122018e+02  1.013704e+00 
 1.258925e+02  1.013704e+00 
 1.412538e+02  1.013704e+00 
 1.584893e+02  1.013704e+00 
 1.778279e+02  1.013704e+00 
 1.995262e+02  1.013704e+00 
 2.238721e+02  1.013704e+00 
 2.511886e+02  1.013704e+00 
 2.818383e+02  1.013704e+00 
 3.162278e+02  1.013704e+00 
 3.548134e+02  1.013704e+00 
 3.981072e+02  1.013704e+00 
 4.466836e+02  1.013704e+00 
 5.011872e+02  1.013704e+00 
 5.623413e+02  1.013704e+00 
 6.309573e+02  1.013704e+00 
 7.079458e+02  1.013704e+00 
 7.943282e+02  1.013704e+00 
 8.912509e+02  1.013704e+00 
 1.000000e+03  1.013704e+00 
 1.122018e+03  1.013704e+00 
 1.258925e+03  1.013704e+00 
 1.412538e+03  1.013704e+00 
 1.584893e+03  1.013704e+00 
 1.778279e+03  1.013704e+00 
 1.995262e+03  1.013704e+00 
 2.238721e+03  1.013704e+00 
 2.511886e+03  1.013704e+00 
 2.818383e+03  1.013704e+00 
 3.162278e+03  1.013704e+00 
 3.548134e+03  1.013704e+00 
 3.981072e+03  1.013704e+00 
 4.466836e+03  1.013704e+00 
 5.011872e+03  1.013704e+00 
 5.623413e+03  1.013704e+00 
 6.309573e+03  1.013704e+00 
 7.079458e+03  1.013704e+00 
 7.943282e+03  1.013704e+00 
 8.912509e+03  1.013704e+00 
 1.000000e+04  1.013704e+00 
 1.122018e+04  1.013704e+00 
 1.258925e+04  1.013704e+00 
 1.412538e+04  1.013704e+00 
 1.584893e+04  1.013704e+00 
 1.778279e+04  1.013704e+00 
 1.995262e+04  1.013704e+00 
 2.238721e+04  1.013704e+00 
 2.511886e+04  1.013704e+00 
 2.818383e+04  1.013704e+00 
 3.162278e+04  1.013704e+00 
 3.548134e+04  1.013704e+00 
 3.981072e+04  1.013704e+00 
 4.466836e+04  1.013704e+00 
 5.011872e+04  1.013704e+00 
 5.623413e+04  1.013704e+00 
 6.309573e+04  1.013704e+00 
 7.079458e+04  1.013704e+00 
 7.943282e+04  1.013704e+00 
 8.912509e+04  1.013704e+00 
 1.000000e+05  1.013704e+00 
 1.122018e+05  1.013704e+00 
 1.258925e+05  1.013704e+00 
 1.412538e+05  1.013704e+00 
 1.584893e+05  1.013704e+00 
 1.778279e+05  1.013704e+00 
 1.995262e+05  1.013704e+00 
 2.238721e+05  1.013704e+00 
 2.511886e+05  1.013704e+00 
 2.818383e+05  1.013704e+00 
 3.162278e+05  1.013704e+00 
 3.548134e+05  1.013704e+00 
 3.981072e+05  1.013704e+00 
 4.466836e+05  1.013704e+00 
 5.011872e+05  1.013704e+00 
 5.623413e+05  1.013704e+00 
 6.309573e+05  1.013704e+00 
 7.079458e+05  1.013704e+00 
 7.943282e+05  1.013704e+00 
 8.912509e+05  1.013704e+00 
 1.000000e+06  1.013704e+00 
 1.122018e+06  1.013704e+00 
 1.258925e+06  1.013704e+00 
 1.412538e+06  1.013704e+00 
 1.584893e+06  1.013704e+00 
 1.778279e+06  1.013704e+00 
 1.995262e+06  1.013704e+00 
 2.238721e+06  1.013704e+00 
 2.511886e+06  1.013704e+00 
 2.818383e+06  1.013704e+00 
 3.162278e+06  1.013704e+00 
 3.548134e+06  1.013704e+00 
 3.981072e+06  1.013704e+00 
 4.466836e+06  1.013703e+00 
 5.011872e+06  1.013703e+00 
 5.623413e+06  1.013703e+00 
 6.309573e+06  1.013702e+00 
 7.079458e+06  1.013702e+00 
 7.943282e+06  1.013701e+00 
 8.912509e+06  1.013700e+00 
 1.000000e+07  1.013699e+00 
 1.122018e+07  1.013698e+00 
 1.258925e+07  1.013696e+00 
 1.412538e+07  1.013694e+00 
 1.584893e+07  1.013691e+00 
 1.778279e+07  1.013688e+00 
 1.995262e+07  1.013684e+00 
 2.238721e+07  1.013679e+00 
 2.511886e+07  1.013672e+00 
 2.818383e+07  1.013664e+00 
 3.162278e+07  1.013653e+00 
 3.548134e+07  1.013640e+00 
 3.981072e+07  1.013623e+00 
 4.466836e+07  1.013602e+00 
 5.011872e+07  1.013576e+00 
 5.623413e+07  1.013542e+00 
 6.309573e+07  1.013500e+00 
 7.079458e+07  1.013447e+00 
 7.943282e+07  1.013381e+00 
 8.912509e+07  1.013297e+00 
 1.000000e+08  1.013192e+00 
 1.122018e+08  1.013059e+00 
 1.258925e+08  1.012892e+00 
 1.412538e+08  1.012682e+00 
 1.584893e+08  1.012418e+00 
 1.778279e+08  1.012086e+00 
 1.995262e+08  1.011668e+00 
 2.238721e+08  1.011143e+00 
 2.511886e+08  1.010483e+00 
 2.818383e+08  1.009654e+00 
 3.162278e+08  1.008614e+00 
 3.548134e+08  1.007309e+00 
 3.981072e+08  1.005674e+00 
 4.466836e+08  1.003627e+00 
 5.011872e+08  1.001069e+00 
 5.623413e+08  9.978777e-01 
 6.309573e+08  9.939058e-01 
 7.079458e+08  9.889761e-01 
 7.943282e+08  9.828790e-01 
 8.912509e+08  9.753703e-01 
 1.000000e+09  9.661717e-01 
 1.122018e+09  9.549748e-01 
 1.258925e+09  9.414496e-01 
 1.412538e+09  9.252611e-01 
 1.584893e+09  9.060933e-01 
 1.778279e+09  8.836807e-01 
 1.995262e+09  8.578478e-01 
 2.238721e+09  8.285489e-01 
