 1.000000e+00  1.738143e+01 -1.605226e-07 
 1.258925e+00  1.738143e+01 -2.020860e-07 
 1.584893e+00  1.738143e+01 -2.544111e-07 
 1.995262e+00  1.738143e+01 -3.202846e-07 
 2.511886e+00  1.738143e+01 -4.032145e-07 
 3.162278e+00  1.738143e+01 -5.076170e-07 
 3.981072e+00  1.738143e+01 -6.390519e-07 
 5.011872e+00  1.738143e+01 -8.045187e-07 
 6.309573e+00  1.738143e+01 -1.012829e-06 
 7.943282e+00  1.738143e+01 -1.275076e-06 
 1.000000e+01  1.738143e+01 -1.605226e-06 
 1.258925e+01  1.738143e+01 -2.020860e-06 
 1.584893e+01  1.738143e+01 -2.544111e-06 
 1.995262e+01  1.738143e+01 -3.202846e-06 
 2.511886e+01  1.738143e+01 -4.032145e-06 
 3.162278e+01  1.738143e+01 -5.076170e-06 
 3.981072e+01  1.738143e+01 -6.390519e-06 
 5.011872e+01  1.738143e+01 -8.045187e-06 
 6.309573e+01  1.738143e+01 -1.012829e-05 
 7.943282e+01  1.738143e+01 -1.275076e-05 
 1.000000e+02  1.738143e+01 -1.605226e-05 
 1.258925e+02  1.738143e+01 -2.020860e-05 
 1.584893e+02  1.738143e+01 -2.544111e-05 
 1.995262e+02  1.738143e+01 -3.202846e-05 
 2.511886e+02  1.738143e+01 -4.032145e-05 
 3.162278e+02  1.738143e+01 -5.076170e-05 
 3.981072e+02  1.738143e+01 -6.390519e-05 
 5.011872e+02  1.738143e+01 -8.045187e-05 
 6.309573e+02  1.738143e+01 -1.012829e-04 
 7.943282e+02  1.738143e+01 -1.275076e-04 
 1.000000e+03  1.738143e+01 -1.605226e-04 
 1.258925e+03  1.738143e+01 -2.020860e-04 
 1.584893e+03  1.738143e+01 -2.544111e-04 
 1.995262e+03  1.738143e+01 -3.202846e-04 
 2.511886e+03  1.738143e+01 -4.032145e-04 
 3.162278e+03  1.738143e+01 -5.076170e-04 
 3.981072e+03  1.738143e+01 -6.390519e-04 
 5.011872e+03  1.738143e+01 -8.045187e-04 
 6.309573e+03  1.738143e+01 -1.012829e-03 
 7.943282e+03  1.738143e+01 -1.275076e-03 
 1.000000e+04  1.738143e+01 -1.605226e-03 
 1.258925e+04  1.738143e+01 -2.020859e-03 
 1.584893e+04  1.738143e+01 -2.544111e-03 
 1.995262e+04  1.738143e+01 -3.202846e-03 
 2.511886e+04  1.738143e+01 -4.032145e-03 
 3.162278e+04  1.738143e+01 -5.076169e-03 
 3.981072e+04  1.738143e+01 -6.390518e-03 
 5.011872e+04  1.738143e+01 -8.045185e-03 
 6.309573e+04  1.738143e+01 -1.012829e-02 
 7.943282e+04  1.738142e+01 -1.275075e-02 
 1.000000e+05  1.738142e+01 -1.605224e-02 
 1.258925e+05  1.738141e+01 -2.020857e-02 
 1.584893e+05  1.738139e+01 -2.544105e-02 
 1.995262e+05  1.738137e+01 -3.202835e-02 
 2.511886e+05  1.738133e+01 -4.032121e-02 
 3.162278e+05  1.738128e+01 -5.076122e-02 
 3.981072e+05  1.738119e+01 -6.390425e-02 
 5.011872e+05  1.738104e+01 -8.044999e-02 
 6.309573e+05  1.738082e+01 -1.012791e-01 
 7.943282e+05  1.738046e+01 -1.275001e-01 
 1.000000e+06  1.737989e+01 -1.605076e-01 
 1.258925e+06  1.737899e+01 -2.020562e-01 
 1.584893e+06  1.737756e+01 -2.543517e-01 
 1.995262e+06  1.737529e+01 -3.201661e-01 
 2.511886e+06  1.737170e+01 -4.029779e-01 
 3.162278e+06  1.736601e+01 -5.071452e-01 
 3.981072e+06  1.735701e+01 -6.381110e-01 
 5.011872e+06  1.734275e+01 -8.026430e-01 
 6.309573e+06  1.732021e+01 -1.009092e+00 
 7.943282e+06  1.728462e+01 -1.267636e+00 
 1.000000e+07  1.722851e+01 -1.590431e+00 
 1.258925e+07  1.714038e+01 -1.991499e+00 
 1.584893e+07  1.700263e+01 -2.486026e+00 
 1.995262e+07  1.678904e+01 -3.088489e+00 
 2.511886e+07  1.646188e+01 -3.808670e+00 
 3.162278e+07  1.597010e+01 -4.644375e+00 
 3.981072e+07  1.525129e+01 -5.570080e+00 
 5.011872e+07  1.424261e+01 -6.523276e+00 
 6.309573e+07  1.290520e+01 -7.396095e+00 
 7.943282e+07  1.125918e+01 -8.046706e+00 
 1.000000e+08  9.409247e+00 -8.341806e+00 
 1.258925e+08  7.530483e+00 -8.216726e+00 
 1.584893e+08  5.808122e+00 -7.710732e+00 
 1.995262e+08  4.369611e+00 -6.946358e+00 
 2.511886e+08  3.255887e+00 -6.071465e+00 
 3.162278e+08  2.438157e+00 -5.208792e+00 
 3.981072e+08  1.852496e+00 -4.435966e+00 
 5.011872e+08  1.427371e+00 -3.789201e+00 
 6.309573e+08  1.096991e+00 -3.274858e+00 
 7.943282e+08  8.046807e-01 -2.878199e+00 
 1.000000e+09  5.038842e-01 -2.565140e+00 
