 1.000000e+00 -3.178330e-11 -1.410712e-18 
 1.258925e+00 -3.178335e-11 -1.775983e-18 
 1.584893e+00 -3.178330e-11 -2.235829e-18 
 1.995262e+00 -3.178330e-11 -2.814743e-18 
 2.511886e+00 -3.178330e-11 -3.543546e-18 
 3.162278e+00 -3.178319e-11 -4.461061e-18 
 3.981072e+00 -3.178346e-11 -5.616153e-18 
 5.011872e+00 -3.178341e-11 -7.070316e-18 
 6.309573e+00 -3.178335e-11 -8.900993e-18 
 7.943282e+00 -3.178335e-11 -1.120565e-17 
 1.000000e+01 -3.178341e-11 -1.410711e-17 
 1.258925e+01 -3.178297e-11 -1.775985e-17 
 1.584893e+01 -3.178324e-11 -2.235833e-17 
 1.995262e+01 -3.178330e-11 -2.814741e-17 
 2.511886e+01 -3.178324e-11 -3.543554e-17 
 3.162278e+01 -3.178308e-11 -4.461079e-17 
 3.981072e+01 -3.178308e-11 -5.616141e-17 
 5.011872e+01 -3.178346e-11 -7.070300e-17 
 6.309573e+01 -3.178563e-11 -8.900845e-17 
 7.943282e+01 -3.178552e-11 -1.120550e-16 
 1.000000e+02 -3.178319e-11 -1.410708e-16 
 1.258925e+02 -3.178408e-11 -1.775968e-16 
 1.584893e+02 -3.178252e-11 -2.235807e-16 
 1.995262e+02 -3.178280e-11 -2.814684e-16 
 2.511886e+02 -3.178580e-11 -3.543384e-16 
 3.162278e+02 -3.178324e-11 -4.460844e-16 
 3.981072e+02 -3.178335e-11 -5.615693e-16 
 5.011872e+02 -3.178285e-11 -7.069422e-16 
 6.309573e+02 -3.178330e-11 -8.899191e-16 
 7.943282e+02 -3.178369e-11 -1.120204e-15 
 1.000000e+03 -3.178291e-11 -1.410005e-15 
 1.258925e+03 -3.178341e-11 -1.774553e-15 
 1.584893e+03 -3.178380e-11 -2.232965e-15 
 1.995262e+03 -3.178308e-11 -2.809056e-15 
 2.511886e+03 -3.178591e-11 -3.532161e-15 
 3.162278e+03 -3.178374e-11 -4.438490e-15 
 3.981072e+03 -3.178380e-11 -5.571220e-15 
 5.011872e+03 -3.178374e-11 -6.981029e-15 
 6.309573e+03 -3.178435e-11 -8.723985e-15 
 7.943282e+03 -3.178591e-11 -1.085612e-14 
 1.000000e+04 -3.178635e-11 -1.342084e-14 
 1.258925e+04 -3.178829e-11 -1.642439e-14 
 1.584893e+04 -3.179101e-11 -1.979412e-14 
 1.995262e+04 -3.179462e-11 -2.331981e-14 
 2.511886e+04 -3.180001e-11 -2.659355e-14 
 3.162278e+04 -3.180645e-11 -2.899883e-14 
 3.981072e+04 -3.181694e-11 -2.981597e-14 
 5.011872e+04 -3.182243e-11 -2.846562e-14 
 6.309573e+04 -3.183259e-11 -2.474320e-14 
 7.943282e+04 -3.184014e-11 -1.888783e-14 
 1.000000e+05 -3.184408e-11 -1.137821e-14 
 1.258925e+05 -3.184880e-11 -2.652094e-15 
 1.584893e+05 -3.185180e-11  7.064417e-15 
 1.995262e+05 -3.185380e-11  1.781270e-14 
 2.511886e+05 -3.185485e-11  2.987134e-14 
 3.162278e+05 -3.185802e-11  4.372139e-14 
 3.981072e+05 -3.185646e-11  5.998722e-14 
 5.011872e+05 -3.185902e-11  7.951544e-14 
 6.309573e+05 -3.185868e-11  1.032923e-13 
 7.943282e+05 -3.185624e-11  1.325674e-13 
 1.000000e+06 -3.099065e-11  1.620544e-13 
 1.258925e+06 -3.099032e-11  2.056251e-13 
 1.584893e+06 -3.358192e-11  2.927395e-13 
 1.995262e+06 -3.098632e-11  3.284555e-13 
 2.511886e+06 -3.098499e-11  4.142825e-13 
 3.162278e+06 -3.702572e-11  6.737064e-13 
 3.981072e+06 -3.183065e-11  6.845049e-13 
 5.011872e+06 -3.354195e-11  9.300411e-13 
 6.309573e+06 -2.920503e-11  9.538904e-13 
 7.943282e+06 -3.175193e-11  1.361002e-12 
 1.000000e+07 -2.911410e-11  1.503543e-12 
 1.258925e+07 -3.244760e-11  2.223164e-12 
 1.584893e+07 -3.314043e-11  2.881266e-12 
 1.995262e+07 -3.540529e-11  3.974385e-12 
 2.511886e+07 -3.002543e-11  3.922679e-12 
 3.162278e+07 -3.111611e-11  5.176276e-12 
 3.981072e+07 -3.184442e-11  6.675999e-12 
 5.011872e+07 -2.622930e-11  6.133139e-12 
 6.309573e+07 -2.763101e-11  8.191361e-12 
 7.943282e+07 -2.154160e-11  6.466451e-12 
 1.000000e+08 -2.733674e-11  1.160167e-11 
 1.258925e+08 -2.288658e-11  9.910673e-12 
 1.584893e+08 -1.963912e-11  8.146053e-12 
 1.995262e+08 -1.840117e-11  7.386813e-12 
 2.511886e+08 -1.751332e-11  6.384785e-12 
 3.162278e+08 -1.631084e-11  4.623885e-12 
 3.981072e+08 -1.520639e-11  2.694074e-12 
 5.011872e+08 -1.652828e-11  2.664785e-12 
 6.309573e+08 -1.599720e-11  1.048391e-12 
 7.943282e+08 -1.882183e-11  2.328485e-12 
 1.000000e+09 -2.110684e-11  4.108450e-12 
